rank,db,smiles,canon,component,n_atoms,est_cost_h,is_validation
3208,PI1M,COc1cc(Cl)c(Cl)c(C)c1Cl,COc1cc(Cl)c(Cl)c(C)c1Cl,coverage,19.0,0.16023971771432066,False
3209,OMG,*OCC(CCOCc1ccccc1)COC(=O)c1c(C(*)=O)n[nH]c1C,COCC(CCOCc1ccccc1)COC(=O)c1c(C(C)=O)n[nH]c1C,random,53.0,2.5306091492877196,True
3210,OMG,*Oc1nc(OC(=O)c2cccc(CSCC(*)=O)c2)nc(Cl)c1Cl,COc1nc(OC(=O)c2cccc(CSCC(C)=O)c2)nc(Cl)c1Cl,random,39.0,1.1088856862834737,True
3211,PI1M,CCC(C)(C)C(=O)OCCCCCCCCCC(=O)Oc1ccc(Oc2ccc(OC(=O)c3ccc(OCCO)cc3)cc2C)cc1,CCC(C)(C)C(=O)OCCCCCCCCCC(=O)Oc1ccc(Oc2ccc(OC(=O)c3ccc(OCCO)cc3)cc2C)cc1,random,95.0,12.161845525102757,True
3212,PI1M,Cc1cccc(P(=O)(c2cccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(=O)OC(C)CC)cc(C(F)(F)F)c2)c1,CCC(C)OC(=O)c1cc(C(F)(F)F)cc(P(=O)(c2cccc(C)c2)c2cccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,dopt,93.0,11.48529398776902,False
3213,PI1M,CCNC(=O)Nc1ccc(Cc2ccc(NC(C)=S)cc2)cc1,CCNC(=O)Nc1ccc(Cc2ccc(NC(C)=S)cc2)cc1,coverage,44.0,1.5339481655863532,False
3214,PI1M,CC#Cc1cc(OCCCCCCCCCCCCCC)c(C#Cc2cc(OC)c(C)cc2OCCCCCC)cc1OCCCCCCCCCC,CC#Cc1cc(OCCCCCCCCCCCCCC)c(C#Cc2cc(OC)c(C)cc2OCCCCCC)cc1OCCCCCCCCCC,coverage,129.0,27.695506075938923,False
3215,PI1M,CC(=O)CCCCCCC(=O)Oc1ccc(-c2ccc(C)cc2)cc1,CC(=O)CCCCCCC(=O)Oc1ccc(-c2ccc(C)cc2)cc1,coverage,51.0,2.2818482460254073,False
3216,PI1M,CC/C(C)=C(/C)CCCCCCCCCCCC,CCCCCCCCCCCC/C(C)=C(/C)CC,coverage,54.0,2.6611061495015087,False
3217,omics,*Oc1ccc(S(=O)(=O)c2ccc3ccc(S(=O)(=O)c4ccc5ccc(S(=O)(=O)c6ccc7nc(-c8ccccc8)c(*)nc7c6)cc5c4)cc3c2)cc1,COc1ccc(S(=O)(=O)c2ccc3ccc(S(=O)(=O)c4ccc5ccc(S(=O)(=O)c6ccc7nc(-c8ccccc8)c(C)nc7c6)cc5c4)cc3c2)cc1,dopt,84.0,8.734423876530629,False
3218,PI1M,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)/C=C/c2ccc(C)cc2)cc1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)/C=C/c2ccc(C)cc2)cc1,coverage,120.0,22.799248727216224,False
3219,OMG,*OC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC(=O)c1cc(OC)cc(C(*)=O)n1)C(COS(C)(=O)=O)OS(C)(=O)=O,COc1cc(C(C)=O)nc(C(=O)OC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC)C(COS(C)(=O)=O)OS(C)(=O)=O)c1,dopt,73.0,5.987719929256527,False
3220,OMG,*OC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC(=O)c1ccc(F)cc1CC(*)=O)C(COS(C)(=O)=O)OS(C)(=O)=O,COC(C(COS(C)(=O)=O)OS(C)(=O)=O)C(OC(=O)c1ccc(F)cc1CC(C)=O)C(COS(C)(=O)=O)OS(C)(=O)=O,dopt,73.0,5.987719929256527,False
3221,PI1M,CN=P(C)(OCCOF)OCCOCCOCO,CN=P(C)(OCCOF)OCCOCCOCO,feature,39.0,1.1088856862834737,False
3222,OMG,*OCC12CC3CC(C1)CC(COC(=O)c1c(C(*)=O)n[nH]c1C)(C3)C2,COCC12CC3CC(C1)CC(COC(=O)c1c(C(C)=O)n[nH]c1C)(C3)C2,random,54.0,2.6611061495015087,True
3223,PI1M,CC#CC#CSSSSSC,CC#CC#CSSSSSC,feature,17.0,0.11880386870633687,False
3224,PI1M,CC(=O)NCCCCCCN[Si](C)(C)NC(=O)CCCCC(=O)NCc1ccc(Nc2ccc(C)cc2)cc1,CC(=O)NCCCCCCN[Si](C)(C)NC(=O)CCCCC(=O)NCc1ccc(Nc2ccc(C)cc2)cc1,dopt,86.0,9.30515942952161,False
3225,OMG,*OC(C)(C)CN(CC(C)(C)OC(=O)CSc1cc(C(F)(F)F)cc(SCC(*)=O)n1)C(=O)C1CCC1,COC(C)(C)CN(CC(C)(C)OC(=O)CSc1cc(C(F)(F)F)cc(SCC(C)=O)n1)C(=O)C1CCC1,coverage,72.0,5.769622518212583,False
3226,OMG,*NNC(=O)C1C(C(=O)NNC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(*)=O)C1c1ccccc1,CNNC(=O)C1C(C(=O)NNC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)=O)C1c1ccccc1,dopt,131.0,28.865744948045254,False
3227,OMG,*Oc1ccc(OCCOC(=O)C2C3OC(C4OC43)C2C(*)=O)cc1,COc1ccc(OCCOC(=O)C2C3OC(C4OC43)C2C(C)=O)cc1,coverage,45.0,1.629538578803666,False
3228,OMG,*OC(CC1(C)OCCO1)OC(=O)C12c3ccccc3C(C(*)=O)(c3ccccc31)c1ccccc12,COC(CC1(C)OCCO1)OC(=O)C12c3ccccc3C(C(C)=O)(c3ccccc31)c1ccccc12,coverage,64.0,4.202881203832011,False
3229,PI1M,CC(=O)c1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C)cc4)cc3)c(C)c2)cc1C,CC(=O)c1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C)cc4)cc3)c(C)c2)cc1C,random,62.0,3.858838735716932,True
3230,OMG,*OCc1ccccc1CCCOC(=O)C1(C(*)=O)CC(OC)C1,COCc1ccccc1CCCOC(=O)C1(C(C)=O)CC(OC)C1,coverage,50.0,2.1634770685187323,False
3231,OMG,*OCC(COC(=O)C(C)(Cc1ccccc1Br)C(*)=O)Cc1ccccc1OC,COCC(COC(=O)C(C)(Cc1ccccc1Br)C(C)=O)Cc1ccccc1OC,coverage,59.0,3.3768743086298603,False
3232,omics,*CC(*)C(=O)OCCCCOc1ccc(-c2ccccc2)cc1,CCC(C)C(=O)OCCCCOc1ccc(-c2ccccc2)cc1,coverage,50.0,2.1634770685187323,False
3233,OMG,*OC(c1cc(OC)ccc1OC(=O)CCOc1ccc(OCCC(*)=O)cc1)C(F)(F)F,COc1ccc(OC(=O)CCOc2ccc(OCCC(C)=O)cc2)c(C(OC)C(F)(F)F)c1,random,58.0,3.2251081841016833,True
3234,PI1M,COc1ccc(/C=N/c2ccc(/C=C/c3ccc(C)cc3)cc2)cc1C,COc1ccc(/C=N/c2ccc(/C=C/c3ccc(C)cc3)cc2)cc1C,coverage,49.0,2.04904001620089,False
3235,PI1M,COc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C)cc5)cc4)cc3)cc2)cc1,COc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C)cc5)cc4)cc3)cc2)cc1,coverage,75.0,6.439287015998562,False
3236,PolyInfo,*O[Si](*)(CCC)c1ccccc1,CCC[Si](C)(OC)c1ccccc1,coverage,31.0,0.597979011686388,False
3237,OMG,*OC(COc1ccccc1Br)C(CCl)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCC(*)=O,COC(COc1ccccc1Br)C(CCl)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCC(C)=O,random,92.0,11.156095933866299,True
3238,OMG,*OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CSCCCC(*)=O,COCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CSCCCC(C)=O,coverage,82.0,8.18619805320074,False
3239,omics,*CCCCCc1ccc(*)nc1,CCCCCCc1ccc(C)nc1,coverage,32.0,0.6512930237899227,False
3240,PI1M,CN=P(C)(OCCN(C)CCC)[Si](C)(C)C,CCCN(C)CCOP(C)(=NC)[Si](C)(C)C,dopt,45.0,1.629538578803666,False
3241,PI1M,CN=N[PH](C)(C#N)C#N,CN=N[PH](C)(C#N)C#N,feature,16.0,0.1009266220636141,False
3242,PI1M,CNc1ccc(NC(=O)c2ccc(Cc3ccc(NC(=O)c4ccc(C(C)=O)cc4)cc3)cc2)cc1,CNc1ccc(NC(=O)c2ccc(Cc3ccc(NC(=O)c4ccc(C(C)=O)cc4)cc3)cc2)cc1,coverage,63.0,4.0285528241783775,False
3243,PI1M,Cc1ccc(-c2ccc(-c3ccc(C(C)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,Cc1ccc(-c2ccc(-c3ccc(C(C)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,coverage,47.0,1.8317500939966918,False
3244,PI1M,CCC(C)OC(=O)Oc1ccc(C(F)(F)F)cc1,CCC(C)OC(=O)Oc1ccc(C(F)(F)F)cc1,coverage,31.0,0.597979011686388,False
3245,OMG,*OCC(COC(=O)C1CSCN1C(=O)C(*)=O)c1ccc(NC(=O)OC(C)(C)C)cc1,COCC(COC(=O)C1CSCN1C(=O)C(C)=O)c1ccc(NC(=O)OC(C)(C)C)cc1,random,62.0,3.858838735716932,True
3246,PI1M,CNNC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(C)=O)cc2)cc1,CNNC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(C)=O)cc2)cc1,coverage,53.0,2.5306091492877196,False
3247,OMG,*OCc1cc(N=Nc2cccc(OC)c2)ccc1OC(=O)C(CC(*)=O)c1ccccc1Br,COCc1cc(N=Nc2cccc(OC)c2)ccc1OC(=O)C(CC(C)=O)c1ccccc1Br,random,59.0,3.3768743086298603,True
3248,PI1M,CC1=CC(=S)N(C)C1,CC1=CC(=S)N(C)C1,feature,17.0,0.11880386870633687,False
3249,PI1M,CN=P(C)(C#N)P(=O)(OC)OC(C)=O,CN=P(C)(C#N)P(=O)(OC)OC(C)=O,dopt,26.0,0.372564345698904,False
3250,OMG,*Nc1cccc(NC(=O)C(c2ccccc2)C(C(*)=O)c2ccccc2)c1,CNc1cccc(NC(=O)C(c2ccccc2)C(C(C)=O)c2ccccc2)c1,coverage,52.0,2.404207673904035,False
3251,PI1M,CN=P(C)(NCCCCC)OCCCCC,CCCCCNP(C)(=NC)OCCCCC,coverage,45.0,1.629538578803666,False
3252,OMG,*NC12C3C4C1C1C2C3C41NC(=O)C1C(C(*)=O)C1(c1ccccc1)c1ccccc1,CNC12C3C4C1C1C2C3C41NC(=O)C1C(C(C)=O)C1(c1ccccc1)c1ccccc1,dopt,57.0,3.0777004384750812,False
3253,PI1M,CCNC(=O)C(CCC)CNC(=O)C(=O)NC,CCCC(CNC(=O)C(=O)NC)C(=O)NCC,random,38.0,1.0340483823546922,True
3254,omics,*CCOCCOCCOC(=O)c1ccc(OCCOCC*)c(OC)c1,CCCOCCOCCOC(=O)c1ccc(OCCOCCC)c(OC)c1,coverage,59.0,3.3768743086298603,False
3255,PI1M,CCCCCSSP(CCC)CCCCCC,CCCCCCP(CCC)SSCCCCC,dopt,48.0,1.9384826272146733,False
3256,OMG,*OC1C2C3C(OC(=O)c4cc(S)cc(C(*)=O)c4)C4C1C1(Cl)C2(Cl)C(OC)(OC)C3(Cl)C41Cl,COC1C2C3C(OC(=O)c4cc(S)cc(C(C)=O)c4)C4C1C1(Cl)C2(Cl)C(OC)(OC)C3(Cl)C41Cl,dopt,56.0,2.934599081644776,False
3257,PI1M,COc1ccc(C(=O)OCC)c(OC(=O)c2ccc(OC(=O)c3ccccc3C(C)=O)cc2)c1,CCOC(=O)c1ccc(OC)cc1OC(=O)c1ccc(OC(=O)c2ccccc2C(C)=O)cc1,coverage,56.0,2.934599081644776,False
3258,PI1M,CC1=CC=c2cccccc3c(ccc(-c4ccc(-c5ccc(-c6ccc(C)cc6)cc5)cc4)nn2-3)=N1,CC1=CC=c2cccccc3c(ccc(-c4ccc(-c5ccc(-c6ccc(C)cc6)cc5)cc4)nn2-3)=N1,dopt,64.0,4.202881203832011,False
3259,PI1M,COOc1cccc(C(C)=O)c1,COOc1cccc(C(C)=O)c1,feature,22.0,0.23770591902308572,False
3260,OMG,*Nc1nnnn1N=CC=Nn1nnnc1NC(=O)C1(C(*)=O)CCC(=O)CC1,CNc1nnnn1N=CC=Nn1nnnc1NC(=O)C1(C(C)=O)CCC(=O)CC1,dopt,47.0,1.8317500939966918,False
3261,PI1M,CCc1ccc(C#Cc2ccc(C)cc2C)cc1,CCc1ccc(C#Cc2ccc(C)cc2C)cc1,coverage,36.0,0.8940806826961882,False
3262,PI1M,COc1ccc(C(C)=O)c(C)c1,COc1ccc(C(C)=O)c(C)c1,coverage,24.0,0.30039397989449834,False
3263,PI1M,Cc1nc(-c2ccccc2)c(C)nc1C,Cc1nc(C)c(-c2ccccc2)nc1C,coverage,29.0,0.49977393112088747,False
3264,PI1M,CCCCCC/C=C(\C)C[PH](C)(C)CCC(=O)NC,CCCCCC/C=C(\C)C[PH](C)(C)CCC(=O)NC,random,53.0,2.5306091492877196,True
3265,OMG,*Oc1cc(OC(=O)C23COCC(C(*)=O)(C2)C3)cc(C(=O)OC)c1Br,COC(=O)c1cc(OC(=O)C23COCC(C(C)=O)(C2)C3)cc(OC)c1Br,random,45.0,1.629538578803666,True
3266,OMG,*Oc1ccc(C(C)(C)c2ccc(OC(=O)C(OC(=O)c3ccc(C)cc3)C(OC(=O)c3ccc(C)cc3)C(*)=O)cc2)cc1,COc1ccc(C(C)(C)c2ccc(OC(=O)C(OC(=O)c3ccc(C)cc3)C(OC(=O)c3ccc(C)cc3)C(C)=O)cc2)cc1,coverage,81.0,7.920410401396693,False
3267,OMG,*NC(=N)c1ccc(C(=N)NC(=O)C(=O)NC(C)C(*)=O)cc1,CNC(=N)c1ccc(C(=N)NC(=O)C(=O)NC(C)C(C)=O)cc1,coverage,42.0,1.3535165667832443,False
3268,OMG,*NC(=N)SCCCSC(=N)NC(=O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(C(*)=O)cc1NS(=O)(=O)c1ccc(C)cc1,CNC(=N)SCCCSC(=N)NC(=O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(C(C)=O)cc1NS(=O)(=O)c1ccc(C)cc1,dopt,79.0,7.405252308862643,False
3269,PI1M,CC(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,coverage,50.0,2.1634770685187323,False
3270,PI1M,COC(=O)c1cccc(OC(=O)CCC(C)=O)c1,COC(=O)c1cccc(OC(=O)CCC(C)=O)c1,random,32.0,0.6512930237899227,True
3271,OMG,*OCCCCCCOC(=O)C1(C(*)=O)CC2(CCOCC2)C1,COCCCCCCOC(=O)C1(C(C)=O)CC2(CCOCC2)C1,coverage,53.0,2.5306091492877196,False
3272,OMG,*OC1CC(C)(C)CC1OC(=O)CSCCCC(*)=O,COC1CC(C)(C)CC1OC(=O)CSCCCC(C)=O,coverage,46.0,1.7287872538090088,False
3273,PI1M,CNc1cccc(NC(=O)c2cc(C(C)=O)c(C(F)(F)F)c(F)c2F)c1,CNc1cccc(NC(=O)c2cc(C(C)=O)c(C(F)(F)F)c(F)c2F)c1,random,39.0,1.1088856862834737,True
3274,OMG,*Nc1cc(C(=O)CCl)c(NC(=O)COc2cccc(C(*)=O)c2)cc1F,CNc1cc(C(=O)CCl)c(NC(=O)COc2cccc(C(C)=O)c2)cc1F,random,45.0,1.629538578803666,True
3275,OMG,*Nc1nc(-c2csc(NC(=O)C3(C(*)=O)CC4(CC(=O)C4)C3)n2)cs1,CNc1nc(-c2csc(NC(=O)C3(C(C)=O)CC4(CC(=O)C4)C3)n2)cs1,random,44.0,1.5339481655863532,True
3276,OMG,*OCC1(COC(=O)C2=CCC=C(C(*)=O)O2)N=N1,COCC1(COC(=O)C2=CCC=C(C(C)=O)O2)N=N1,feature,33.0,0.707498434008989,False
3277,PI1M,COc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C)cc4)cc3C)cc2)cc1,COc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C)cc4)cc3C)cc2)cc1,coverage,66.0,4.5655822516472835,False
3278,omics,*C(=O)Nc1ccc(Oc2ccc(-c3csc(NC(=O)Nc4ccc(Cc5ccc(NC(=O)Nc6nc(-c7ccc(Oc8ccc(*)cc8)cc7)cs6)cc5)cc4)n3)cc2)cc1,CC(=O)Nc1ccc(Oc2ccc(-c3csc(NC(=O)Nc4ccc(Cc5ccc(NC(=O)Nc6nc(-c7ccc(Oc8ccc(C)cc8)cc7)cs6)cc5)cc4)n3)cc2)cc1,coverage,101.0,14.339944818418587,False
3279,OMG,*OC(C)Nc1nnc(NC(C)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(*)=O)nn1,COC(C)Nc1nnc(NC(C)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(C)=O)nn1,dopt,126.0,25.99679149771609,False
3280,OMG,*Oc1cc(OC)c(OC(=O)CCC(N)CCC(*)=O)cc1OC,COc1cc(OC)c(OC(=O)CCC(N)CCC(C)=O)cc1OC,coverage,49.0,2.04904001620089,False
3281,PI1M,C/C=C(\C)c1cscc1C,C/C=C(\C)c1cscc1C,random,22.0,0.23770591902308572,True
3282,omics,*c1ccc(Sc2ccc(-c3nnc(*)s3)cc2)cc1,Cc1ccc(Sc2ccc(-c3nnc(C)s3)cc2)cc1,coverage,34.0,0.7666572932453927,False
3283,PI1M,COc1cc(C)c(C(C)=O)cc1OC,COc1cc(C)c(C(C)=O)cc1OC,coverage,28.0,0.4547556347186134,False
3284,OMG,*NC(=S)c1ccc(Sc2ccc(C(=S)NC(=O)c3cc(C)sc3C(*)=O)s2)s1,CNC(=S)c1ccc(Sc2ccc(C(=S)NC(=O)c3cc(C)sc3C(C)=O)s2)s1,dopt,45.0,1.629538578803666,False
3285,PolyInfo,*Nc1ccc(*)cc1OCC,CCOc1cc(C)ccc1NC,coverage,27.0,0.41237422298650106,False
3286,PI1M,Cc1ccc(NC(=O)Cc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)cc2)cc1,Cc1ccc(NC(=O)Cc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)cc2)cc1,coverage,63.0,4.0285528241783775,False
3287,PI1M,CCC(C)(C(=O)OCC)C(=O)OC(C)C,CCOC(=O)C(C)(CC)C(=O)OC(C)C,coverage,35.0,0.828831072009792,False
3288,PI1M,Cc1cc(C)c(Cl)c(Br)c1Cl,Cc1cc(C)c(Cl)c(Br)c1Cl,coverage,18.0,0.1385498383381463,False
3289,PI1M,CCC(C)c1ccc(CN(CC)CCC)cc1,CCCN(CC)Cc1ccc(C(C)CC)cc1,random,44.0,1.5339481655863532,True
3290,PI1M,CCc1ccc(C=C)cc1,C=Cc1ccc(CC)cc1,coverage,22.0,0.23770591902308572,False
3291,OMG,*OCC(OC(=O)C(CC(*)=O)c1cccs1)c1ccc(C)cc1OC,COCC(OC(=O)C(CC(C)=O)c1cccs1)c1ccc(C)cc1OC,coverage,50.0,2.1634770685187323,False
3292,OMG,*OC1N(C)C2C(N1C)N(C)C(OC(=O)C1COCC1C(*)=O)N2C,COC1N(C)C2C(N1C)N(C)C(OC(=O)C1COCC1C(C)=O)N2C,dopt,53.0,2.5306091492877196,False
3293,PI1M,COS(=O)(=O)c1ccc(Sc2ccc(Sc3ccc(C)s3)cc2)cc1,COS(=O)(=O)c1ccc(Sc2ccc(Sc3ccc(C)s3)cc2)cc1,coverage,41.0,1.2685615949723126,False
3294,PI1M,COC1COCCOC(C)CC1O,COC1COCCOC(C)CC1O,feature,31.0,0.597979011686388,False
3295,PI1M,CO[PH](=O)c1cccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(C)c(N)c3)cc2C(C)(C)C)c1Br,CO[PH](=O)c1cccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(C)c(N)c3)cc2C(C)(C)C)c1Br,dopt,70.0,5.348558032191515,False
3296,PI1M,CN=[PH](N=Nc1ccc(C)c(Cl)c1Cl)S(=O)(=O)O,CN=[PH](N=Nc1ccc(C)c(Cl)c1Cl)S(=O)(=O)O,feature,28.0,0.4547556347186134,False
3297,PI1M,COc1c(Cl)cc(F)c(C)c1C,COc1c(Cl)cc(F)c(C)c1C,coverage,22.0,0.23770591902308572,False
3298,omics,*CC(*)c1cc(C)ccc1Cl,CCC(C)c1cc(C)ccc1Cl,coverage,27.0,0.41237422298650106,False
3299,PI1M,CC[SiH](C)[Si](C)(C)C,CC[SiH](C)[Si](C)(C)C,feature,26.0,0.372564345698904,False
3300,PI1M,CCC(C)c1cccc(OCCOc2ccccc2)c1,CCC(C)c1cccc(OCCOc2ccccc2)c1,coverage,42.0,1.3535165667832443,False
3301,omics,*NC(=O)c1ccc(-c2ccc(CC(C)(C)NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,CNC(=O)c1ccc(-c2ccc(CC(C)(C)NC(=O)c3ccc(C(C)=O)cc3)cc2)cc1,random,60.0,3.533050524994261,True
3302,PI1M,COc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(C)=O)cc3)c(C)c2)cc1C,COc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(C)=O)cc3)c(C)c2)cc1C,coverage,58.0,3.2251081841016833,False
3303,PI1M,COc1cc(NC(=O)c2cccc(C(C)=O)c2)cc(C(C)(CC)c2ccccc2)c1C,CCC(C)(c1ccccc1)c1cc(NC(=O)c2cccc(C(C)=O)c2)cc(OC)c1C,random,60.0,3.533050524994261,True
3304,PI1M,CCCC(=O)Nc1ccc(OC)cc1,CCCC(=O)Nc1ccc(OC)cc1,coverage,29.0,0.49977393112088747,False
3305,PI1M,CCC(C)(C)C(=O)OCC1COC1,CCC(C)(C)C(=O)OCC1COC1,coverage,31.0,0.597979011686388,False
3306,OMG,*OC1C(Oc2ccc(OC)cc2)OC2COC(c3ccccc3)OC2C1OC(=O)C(CCC(*)=O)NCc1ccccc1,COc1ccc(OC2OC3COC(c4ccccc4)OC3C(OC(=O)C(CCC(C)=O)NCc3ccccc3)C2OC)cc1,random,83.0,8.457520383218988,True
3307,OMG,*Nc1ccc(C(=O)O)c(NC(=O)c2cccc(C(*)=O)c2C(C)=O)c1Br,CNc1ccc(C(=O)O)c(NC(=O)c2cccc(C(C)=O)c2C(C)=O)c1Br,random,44.0,1.5339481655863532,True
3308,OMG,*OCC(COC(=O)C1C=C(C(*)=O)N=N1)Nc1nccnc1Cl,COCC(COC(=O)C1C=C(C(C)=O)N=N1)Nc1nccnc1Cl,random,40.0,1.187037287474881,True
3309,PolyInfo,*CC(*)C(C)C,CCC(C)C(C)C,coverage,23.0,0.2678988587629254,False
3310,OMG,*NC(=NN=Cc1ccc(OC)cc1)NC(=O)c1ccccc1OCCOCCOc1ccccc1C(*)=O,CNC(=NN=Cc1ccc(OC)cc1)NC(=O)c1ccccc1OCCOCCOc1ccccc1C(C)=O,coverage,71.0,5.556584750444072,False
3311,PI1M,COc1ccc(/N=N/c2ccc(-c3ccc(C)cc3)cc2)cc1,COc1ccc(/N=N/c2ccc(-c3ccc(C)cc3)cc2)cc1,coverage,41.0,1.2685615949723126,False
3312,OMG,*Nc1ccc(CSCc2ccc(NC(=O)CSc3nnc(SCC(*)=O)s3)cc2)cc1,CNc1ccc(CSCc2ccc(NC(=O)CSc3nnc(SCC(C)=O)s3)cc2)cc1,random,56.0,2.934599081644776,True
3313,PI1M,CN=P(C)(CCC(F)(F)F)S(F)(F)F,CN=P(C)(CCC(F)(F)F)S(F)(F)F,feature,24.0,0.30039397989449834,False
3314,PI1M,CCCC=[SH](C)(C)Br,CCCC=[SH](C)(C)Br,feature,23.0,0.2678988587629254,False
3315,PI1M,CCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(C(=O)Oc4ccc(OC)cc4)cc3)cc2)cc1,CCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(C(=O)Oc4ccc(OC)cc4)cc3)cc2)cc1,coverage,84.0,8.734423876530629,False
3316,PI1M,COC(=O)OCC(C)COC(C)=O,COC(=O)OCC(C)COC(C)=O,coverage,27.0,0.41237422298650106,False
3317,PI1M,CCCCCCCCCOc1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2)cc1,CCCCCCCCCOc1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2)cc1,coverage,75.0,6.439287015998562,False
3318,OMG,*Oc1ccc2cc(OC(=O)C3CC3C(*)=O)ccc2c1,COc1ccc2cc(OC(=O)C3CC3C(C)=O)ccc2c1,coverage,37.0,0.9624665003915307,False
3319,PI1M,C[Si](C)(CCCCCCCCCCCCCCC)COC(=O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCC[Si](C)(C)COC(=O)c1ccc([N+](=O)[O-])cc1,random,74.0,6.210925368545501,True
3320,OMG,*OC(COC(=O)c1ncc(C(*)=O)cn1)c1c(F)cc(F)cc1F,COC(COC(=O)c1ncc(C(C)=O)cn1)c1c(F)cc(F)cc1F,random,38.0,1.0340483823546922,True
3321,PI1M,CCCCCCCCCC(=O)NCCCCCCNC(=O)c1ccccc1C(=O)OC,CCCCCCCCCC(=O)NCCCCCCNC(=O)c1ccccc1C(=O)OC,coverage,71.0,5.556584750444072,False
3322,PI1M,CC1=CC=[PH](C)C=C1,CC1=CC=[PH](C)C=C1,feature,19.0,0.16023971771432066,False
3323,PI1M,CNc1ccc(/C=N/c2ccc(-c3ccc(N=C)cc3)cc2)cc1,C=Nc1ccc(-c2ccc(/N=C/c3ccc(NC)cc3)cc2)cc1,coverage,43.0,1.4419597242422257,False
3324,PI1M,CCC(C)CN(C)Cc1ccccc1,CCC(C)CN(C)Cc1ccccc1,coverage,35.0,0.828831072009792,False
3325,PI1M,CCCCP(CCCCCCCCCCCCCCCCCCCCCCCCC)CCCCCCCCC(=O)NC,CCCCCCCCCCCCCCCCCCCCCCCCCP(CCCC)CCCCCCCCC(=O)NC,dopt,122.0,23.83586566594661,False
3326,OMG,*Oc1c(F)cc(OC(=O)C(CC(*)=O)NC(=O)OCC2c3ccccc3-c3ccccc32)cc1C(=O)OCC,CCOC(=O)c1cc(OC(=O)C(CC(C)=O)NC(=O)OCC2c3ccccc3-c3ccccc32)cc(F)c1OC,random,68.0,4.947342301951497,True
3327,PI1M,CCC(CCC)CC(CC)CCCCOC(=O)SCCCCCCCC(=O)OC,CCCC(CC)CC(CC)CCCCOC(=O)SCCCCCCCC(=O)OC,random,75.0,6.439287015998562,True
